loc1,loc2,para1,dow,para2,para3,para4,price
2,23,1,Tue,660,25000.0,13.6,420.0
0,01,1,Mon,585,2000.0,7.0,390.0
7,75,1,Tue,614,13000.0,10.4,400.0
6,69,1,Thu,654,18000.0,13.6,660.0
2,20,1,Thu,319,23789.0,13.6,1100.0
1,14,2,Mon,822,8062.0,13.6,1200.0
1,13,1,Wed,309,22110.0,13.6,420.0
2,22,1,Mon,385,15000.0,13.2,570.0
7,73,1,Wed,632,7550.0,13.6,935.0
7,74,1,Wed,320,1360.0,3.0,220.0
5,57,0,Thu,303,1950.0,2.5,180.0
1,19,1,Wed,184,20000.0,13.6,275.0
3,37,1,Tue,315,10000.0,13.6,400.0
3,38,1,Wed,450,3000.0,4.6,250.0
3,35,0,Fri,164,1178.0,5.6,350.0
4,40,2,Mon,1057,3300.0,13.6,1250.0
5,57,1,Wed,572,11400.0,6.2,390.0
2,24,1,Thu,467,12200.0,13.2,500.0
7,74,3,Fri,386,5100.0,7.0,223.33
2,28,4,Thu,371,15688.0,11.6,247.5
0,09,0,Fri,222,4000.0,7.0,260.0
7,74,1,Wed,363,2857.0,3.0,220.0
8,89,1,Mon,295,5834.0,6.8,285.0
5,50,1,Tue,610,10364.0,8.0,475.0
6,67,1,Wed,652,8265.0,4.4,390.0
2,29,0,Mon,334,8000.0,13.0,500.0
5,50,3,Fri,628,12595.0,4.4,375.0
7,70,1,Thu,534,24000.0,13.6,620.0
3,31,1,Tue,297,2151.0,3.0,205.0
6,65,1,Mon,594,15236.0,11.0,580.0
1,15,1,Wed,319,17640.0,7.2,370.0
0,01,4,Fri,587,13750.0,9.0,390.0
9,97,1,Thu,383,1466.0,4.4,600.0
1,15,1,Wed,350,12540.0,1.0,480.0
0,07,1,Thu,737,2496.0,13.6,850.0
7,74,1,Thu,292,3040.0,4.0,260.0
2,20,1,Tue,357,25000.0,13.6,440.0
2,21,1,Tue,347,2940.0,6.4,290.0
6,65,3,Fri,600,17112.0,13.6,750.0
3,35,1,Mon,388,522.0,2.0,250.0
4,47,0,Wed,347,5000.0,13.6,500.0
9,97,1,Wed,499,15000.0,13.6,520.0
7,79,3,Fri,231,1100.0,5.2,260.0
8,83,1,Tue,682,8000.0,13.6,750.0
2,27,1,Thu,384,11955.0,8.0,270.0
5,59,1,Thu,485,4000.0,2.4,330.0
2,28,4,Thu,795,14378.0,8.5,830.0
9,90,0,Tue,438,13293.5,6.8,333.5
9,96,5,Thu,355,3052.0,2.5,275.0
7,74,1,Wed,307,2000.0,6.8,295.0
0,02,1,Tue,425,23783.0,13.6,550.0
3,35,1,Tue,509,10000.0,4.4,400.0
7,74,1,Thu,347,500.0,3.0,210.0
9,95,1,Wed,312,680.0,4.6,240.0
3,39,1,Mon,443,18000.0,13.6,640.0
3,31,3,Fri,297,22000.0,13.6,420.0
2,26,0,Thu,448,18550.0,13.6,600.0
0,04,3,Fri,333,24000.0,13.6,500.0
0,06,1,Tue,439,20500.0,13.6,520.0
9,97,1,Thu,372,24959.0,13.6,430.0
9,99,1,Fri,293,22000.0,13.6,480.0
3,35,1,Tue,509,16290.0,7.2,500.0
2,24,1,Wed,412,7240.0,13.6,520.0
2,21,1,Tue,498,4344.0,12.0,580.0
1,15,1,Tue,556,1757.0,3.3,450.0
2,20,1,Wed,483,6300.0,8.4,550.0
5,59,1,Thu,500,2000.0,8.0,400.0
1,13,1,Wed,581,2558.0,5.6,480.0
4,42,3,Fri,35,3600.0,4.0,430.0
2,22,3,Fri,556,14274.0,13.6,670.0
0,02,1,Thu,173,15191.0,13.6,370.0
7,74,3,Fri,563,3226.0,6.4,400.0
7,79,1,Mon,853,7452.0,5.2,535.0
2,23,1,Mon,316,4225.0,2.86,135.0
5,59,1,Tue,390,25020.0,13.6,450.0
7,77,1,Wed,547,18348.0,13.6,650.0
8,85,1,Wed,436,17000.0,13.2,570.0
0,06,1,Thu,312,5000.0,13.0,428.83
8,81,1,Wed,397,3008.0,3.0,74.58
7,74,1,Wed,594,1250.0,5.2,380.0
5,55,0,Wed,489,12336.0,13.6,700.0
3,34,3,Fri,360,8017.0,6.4,350.74
0,01,1,Wed,312,15800.0,13.6,435.0
3,33,1,Tue,450,3740.0,7.6,350.0
1,12,1,Tue,588,14700.0,6.0,405.0
3,30,1,Mon,535,3553.0,3.5,445.0
0,03,3,Fri,115,2000.0,4.0,280.0
7,74,3,Fri,591,18854.0,10.5,700.0
0,01,1,Mon,436,5300.0,7.5,350.0
7,74,1,Thu,637,8000.0,10.0,550.0
5,58,1,Mon,475,25304.0,13.6,570.0
2,23,1,Wed,225,12000.0,7.5,210.0
9,93,1,Mon,213,24138.0,13.6,400.0
1,13,1,Wed,565,11030.0,10.4,650.0
1,16,0,Thu,151,5000.0,13.6,312.68
2,24,4,Thu,824,7260.0,13.6,950.0
9,94,1,Mon,184,1000.0,3.0,125.0
1,19,3,Fri,155,20000.0,13.6,250.0
2,22,1,Wed,374,4227.0,8.4,265.0
0,06,0,Thu,331,18800.0,12.4,300.0
3,32,1,Wed,192,24000.0,13.6,290.0
7,76,3,Fri,698,1423.0,6.0,330.0
9,90,1,Mon,230,1066.0,4.5,186.67
5,58,1,Thu,530,4800.0,3.6,375.0
5,55,3,Fri,456,11768.0,13.6,560.0
3,31,1,Mon,282,4600.0,5.5,166.67
7,79,3,Fri,608,251.0,2.4,316.67
8,85,1,Wed,519,1900.0,3.2,390.27
3,35,4,Fri,962,11306.0,6.8,763.33
1,15,1,Tue,389,6300.0,6.0,270.0
7,76,1,Wed,868,4720.0,6.0,505.0
5,51,1,Tue,450,6422.0,13.6,780.0
4,48,1,Thu,275,24840.0,9.2,450.0
9,97,1,Tue,246,2100.0,1.2,140.0
1,13,1,Mon,379,2100.0,8.1,275.0
9,95,1,Wed,406,12200.0,8.8,205.0
1,16,1,Wed,143,10000.0,7.0,160.0
5,59,1,Mon,511,6000.0,3.4,180.0
0,06,1,Mon,636,6000.0,3.4,112.5
7,73,1,Thu,421,8000.0,1.5,390.0
1,12,0,Thu,163,3446.0,6.5,160.0
1,15,1,Mon,629,20000.0,13.6,770.0
8,89,1,Tue,558,1263.0,6.8,325.0
3,36,1,Thu,411,2500.0,6.4,430.0
0,09,0,Mon,646,4000.0,13.6,260.0
2,23,1,Fri,488,4443.0,4.0,253.33
9,95,1,Wed,316,6500.0,4.53,166.67
0,05,2,Tue,849,10000.0,13.2,950.0
0,06,1,Fri,247,16000.0,13.6,550.0
9,99,3,Fri,526,7150.0,7.6,550.0
3,30,3,Fri,668,1750.0,4.5,500.0
8,88,3,Fri,467,24500.0,13.6,1100.0
7,74,3,Fri,250,13112.0,6.5,250.0
6,69,1,Tue,450,24000.0,13.6,590.0
8,89,1,Tue,387,24640.0,13.6,460.0
3,35,1,Tue,491,9000.0,8.5,355.0
6,63,1,Thu,139,5000.0,8.4,260.0
9,99,3,Fri,265,22600.0,13.2,380.0
8,86,3,Fri,570,3500.0,13.6,360.0
0,09,1,Thu,19,20818.0,13.6,520.0
7,77,1,Tue,20,4367.0,11.6,700.0
3,31,1,Wed,306,22000.0,13.6,410.0
2,21,0,Tue,306,4162.0,13.6,470.0
2,21,1,Mon,327,2330.0,9.6,390.0
6,67,0,Mon,426,3206.0,8.0,550.0
9,90,0,Tue,435,7327.8,6.8,333.5
7,79,1,Thu,496,10110.0,6.8,370.0
2,21,1,Wed,495,3200.0,13.6,580.0
5,59,3,Fri,495,9428.8,5.2,340.0
7,77,1,Mon,1005,1050.0,2.8,416.66
7,72,1,Thu,527,8330.0,13.6,600.0
5,55,3,Thu,373,15000.0,13.6,1300.0
0,07,0,Mon,16,3630.0,5.0,300.0
7,74,1,Thu,454,5000.0,8.5,400.0
6,67,1,Thu,625,1577.0,17.2,197.5
2,21,1,Wed,461,12102.0,5.6,477.13
1,16,1,Mon,282,24770.0,14.0,400.0
0,06,1,Wed,822,7182.0,10.0,550.0
8,89,1,Tue,693,24000.0,13.6,425.0
0,01,3,Fri,501,4865.0,13.2,580.0
1,17,0,Thu,200,24000.0,13.6,255.0
3,37,0,Wed,330,24000.0,13.6,450.0
9,99,3,Fri,378,4500.0,4.0,300.0
1,12,1,Tue,316,25000.0,13.6,450.0
2,28,1,Wed,593,24000.0,13.6,730.0
7,74,1,Tue,732,24000.0,13.6,850.0
9,91,1,Wed,400,6000.0,10.6,390.0
2,24,2,Wed,724,7480.0,13.6,860.0
0,04,1,Mon,679,900.0,2.8,205.0
7,74,1,Wed,376,1500.0,3.0,180.0
1,14,1,Thu,305,3000.0,13.6,450.0
2,21,1,Wed,347,3540.0,4.0,248.87
1,10,1,Thu,537,15000.0,13.6,700.0
5,50,0,Thu,337,15000.0,13.6,680.0
2,24,1,Mon,452,7000.0,3.5,217.5
0,06,1,Wed,664,24750.0,13.2,800.0
2,21,1,Wed,245,8857.0,6.0,235.0
3,39,1,Mon,438,16286.0,13.6,600.0
5,50,1,Tue,209,2076.0,13.6,450.0
4,49,1,Wed,519,4397.0,3.2,350.0
1,19,1,Wed,240,940.0,2.4,132.5
0,03,1,Mon,613,23824.0,13.6,400.0
2,28,1,Wed,505,11869.0,8.8,625.61
3,30,1,Thu,265,24000.0,13.6,400.0
8,86,3,Fri,536,3824.0,6.0,400.0
4,49,1,Thu,451,5561.0,20.8,233.33
2,28,1,Wed,816,1832.0,4.8,600.0
9,94,1,Tue,631,3500.0,7.2,630.0
2,23,1,Tue,256,24000.0,13.6,350.0
5,50,1,Tue,329,300.0,6.0,125.0
0,09,1,Mon,215,1800.0,5.0,400.0
7,76,1,Thu,604,1588.0,13.6,650.0
3,30,1,Tue,283,7968.4,13.6,400.0
3,39,3,Fri,383,4043.5,5.2,257.5
2,23,1,Mon,96,5621.0,4.5,150.0
3,32,1,Mon,423,22800.0,13.6,500.0
7,72,1,Wed,789,24000.0,12.0,860.0
1,13,1,Fri,53,15000.0,13.6,220.0
8,89,1,Tue,685,4500.0,3.6,216.67
2,25,3,Fri,464,9600.0,4.8,300.0
0,01,0,Thu,236,1400.0,5.0,150.0
2,28,1,Tue,410,21415.0,13.6,470.0
6,61,1,Tue,278,1700.0,7.0,215.0
7,74,3,Fri,423,3000.0,6.0,360.0
0,05,1,Mon,612,2375.0,13.6,800.0
7,71,1,Thu,769,15000.0,12.0,750.0
9,90,3,Fri,564,8000.0,7.2,230.0
0,06,1,Wed,16,25180.0,13.6,450.0
0,09,0,Mon,114,5500.0,3.2,220.0
5,59,3,Fri,467,11303.0,9.6,340.0
0,08,1,Wed,273,1000.0,6.0,250.0
7,77,1,Thu,472,10000.0,13.6,500.0
5,54,1,Thu,558,3100.0,3.0,500.0
6,67,3,Fri,484,8000.0,13.6,540.0
8,85,1,Wed,517,23000.0,13.0,590.0
7,75,1,Thu,183,10000.0,13.2,220.0
7,74,3,Fri,420,2500.0,4.0,260.0
0,03,0,Mon,114,17894.0,13.6,200.0
6,68,1,Tue,582,5561.0,13.6,710.0
2,21,0,Fri,299,2000.0,6.0,480.0
4,47,3,Fri,591,3200.0,7.2,450.0
7,73,1,Tue,261,1738.0,10.0,280.0
1,12,1,Mon,16,3200.0,6.0,420.0
6,67,1,Tue,434,8552.0,13.6,500.0
1,16,0,Wed,91,10000.0,13.6,262.66
0,06,1,Mon,394,15040.0,6.8,235.0
2,28,1,Thu,298,9877.0,4.0,180.0
9,90,1,Tue,521,4323.0,2.0,260.0
2,22,3,Fri,341,420.0,8.4,225.0
7,74,1,Wed,420,2500.0,8.0,320.0
7,74,1,Tue,476,1767.0,4.5,300.0
6,60,1,Mon,541,3285.0,8.4,630.0
2,22,1,Wed,294,20829.0,13.6,410.0
1,14,1,Tue,616,373.5,2.8,225.0
2,23,1,Tue,695,6000.0,5.4,366.67
0,06,3,Fri,458,8424.0,5.8,330.0
1,14,0,Mon,146,10000.0,13.6,264.85
1,14,1,Mon,805,25223.0,13.6,900.0
1,16,1,Wed,57,20000.0,13.6,660.0
5,57,3,Fri,571,25300.0,10.0,610.0
9,90,1,Wed,477,6743.0,6.8,126.0
1,16,1,Thu,297,10000.0,13.6,480.0
2,21,1,Thu,266,2719.0,2.4,150.0
4,44,1,Tue,506,15000.0,13.6,600.0
7,73,1,Mon,218,2288.0,8.0,200.0
6,68,1,Tue,274,5078.0,12.8,520.0
1,16,0,Thu,151,4000.0,8.5,280.91
1,12,3,Fri,673,8226.0,10.0,650.0
1,15,4,Fri,559,23800.0,13.6,630.7
2,26,1,Tue,481,24000.0,13.6,620.0
9,96,0,Fri,167,6000.0,8.4,260.0
4,40,1,Tue,586,9160.0,6.8,390.0
0,01,3,Fri,684,10218.0,13.2,600.0
6,63,3,Fri,261,500.0,2.5,300.0
7,76,1,Mon,698,500.0,4.0,475.0
5,50,1,Thu,447,14980.0,13.6,620.0
6,68,0,Thu,129,4845.0,7.0,180.0
0,08,1,Wed,518,9000.0,9.6,290.0
5,51,1,Mon,225,2483.0,5.4,300.0
5,57,1,Wed,522,1470.0,2.8,220.0
7,76,3,Fri,694,9000.0,10.0,580.0
9,90,1,Mon,385,1839.0,2.4,157.5
3,32,1,Wed,423,22780.0,13.6,500.0
2,22,3,Fri,273,24000.0,13.6,520.0
0,01,3,Fri,548,3800.0,4.0,325.0
4,47,1,Thu,597,5904.0,6.0,450.0
8,88,1,Tue,101,14105.0,6.8,343.24
2,20,1,Wed,315,2000.0,4.4,360.0
9,99,1,Fri,429,23975.0,13.6,650.0
5,59,1,Wed,472,12287.0,13.6,550.0
6,67,1,Thu,615,2600.0,9.2,342.0
9,91,1,Mon,387,830.0,3.0,300.0
8,83,1,Tue,801,3920.0,13.6,900.0
5,50,1,Thu,554,5730.3,5.6,340.0
2,22,3,Fri,430,22500.0,13.6,550.0
5,57,1,Tue,314,8600.0,4.5,240.0
7,73,1,Wed,280,2200.0,3.2,230.0
7,74,1,Thu,462,788.0,4.0,280.0
0,05,2,Wed,837,233.0,1.2,375.0
4,42,1,Mon,519,5000.0,4.0,260.0
0,01,1,Mon,688,6800.0,8.7,360.0
1,14,1,Tue,462,5000.0,13.6,530.0
8,88,1,Thu,693,11405.0,13.6,800.0
5,50,0,Wed,383,1283.0,1.5,220.0
1,16,1,Mon,304,24220.0,15.0,450.0
9,98,3,Fri,389,14326.0,13.6,490.0
2,27,1,Mon,437,4900.0,13.6,600.0
8,88,3,Fri,736,1340.0,2.0,460.0
7,72,0,Fri,110,1500.0,4.6,300.0
0,02,1,Tue,742,6350.0,13.2,480.0
8,89,2,Tue,695,1926.0,1.2,326.67
4,41,1,Mon,554,4290.0,4.0,276.67
5,59,1,Wed,148,4866.0,6.8,200.0
1,14,3,Fri,349,12500.0,13.6,485.0
1,12,1,Wed,560,600.0,3.0,300.0
5,53,4,Mon,684,3000.0,1.7,150.0
5,52,1,Fri,621,23000.0,13.6,850.0
4,40,1,Thu,562,24000.0,13.6,580.0
7,71,1,Tue,513,2000.0,5.0,350.0
5,54,3,Fri,710,2500.0,3.0,217.5
1,14,1,Thu,370,11220.0,13.2,440.0
0,06,1,Tue,309,23907.0,13.6,500.0
1,15,3,Fri,300,20000.0,13.6,450.0
2,23,1,Wed,280,24000.0,13.6,350.0
2,21,0,Fri,325,3800.0,6.7,390.14
1,19,1,Mon,143,5775.0,2.0,136.67
9,96,2,Tue,346,23740.0,8.0,500.0
6,66,3,Fri,481,17400.0,13.6,930.0
0,06,0,Tue,326,10000.0,12.5,350.51
4,47,1,Tue,565,2100.0,5.6,350.0
2,28,1,Wed,373,982.0,6.0,126.67
5,50,1,Thu,427,3800.0,13.6,600.0
1,15,0,Fri,23,24257.0,7.2,160.0
2,25,1,Mon,455,5447.0,3.6,273.33
9,99,1,Tue,387,1891.0,3.2,300.0
0,07,1,Tue,567,24000.0,13.6,670.0
2,21,1,Mon,663,580.0,2.6,356.67
0,06,1,Mon,16,24210.0,13.6,420.0
1,12,1,Thu,566,2000.0,6.0,500.0
1,16,1,Tue,426,5200.0,4.0,260.0
4,49,1,Wed,19,1863.0,13.6,630.0
1,15,3,Fri,144,5000.0,9.35,253.94
1,16,0,Fri,151,10000.0,8.55,283.41
7,74,1,Thu,566,24850.0,13.2,680.0
4,49,1,Wed,454,23998.0,13.6,670.0
2,28,1,Wed,632,10800.0,10.4,530.0
4,49,1,Tue,433,11690.0,8.1,206.67
1,12,1,Thu,635,15000.0,13.6,720.0
3,39,1,Tue,498,14000.0,5.2,450.0
8,88,1,Thu,349,24000.0,13.6,375.0
2,22,1,Wed,519,2746.6,3.6,240.0
2,20,1,Mon,323,20000.0,13.6,420.0
0,06,1,Thu,473,24580.0,13.6,950.0
9,95,1,Thu,485,520.0,10.4,660.0
0,01,1,Mon,204,19560.0,13.6,375.0
1,16,0,Tue,164,4000.0,3.8,148.31
1,19,1,Wed,207,5000.0,7.0,150.0
7,74,1,Tue,581,8750.0,13.6,630.0
4,47,1,Thu,546,12600.0,8.0,550.0
8,89,1,Thu,424,24000.0,13.6,510.0
4,42,1,Thu,360,3625.0,10.4,390.0
1,14,1,Tue,614,9974.0,13.6,670.0
7,73,1,Thu,459,400.0,4.0,250.0
4,46,1,Thu,563,1050.0,3.5,300.0
1,19,1,Tue,193,20000.0,13.6,275.0
5,51,1,Wed,134,997.0,3.3,180.0
1,13,1,Mon,351,5200.0,5.2,275.0
5,57,3,Fri,885,6405.0,13.6,950.0
3,33,1,Tue,454,3384.0,2.4,293.33
4,40,1,Wed,225,15000.0,13.6,680.0
0,06,1,Wed,496,3000.0,2.4,420.0
7,77,3,Fri,543,10000.0,6.0,300.0
5,50,3,Fri,554,20000.0,13.6,680.0
8,88,1,Mon,729,6344.0,4.0,450.0
0,09,1,Thu,779,950.0,3.1,225.0
2,20,1,Thu,280,581.0,2.4,210.0
1,15,3,Fri,828,15000.0,13.9,1100.0
8,85,0,Tue,151,19937.0,12.0,250.0
8,86,3,Fri,597,13590.0,9.2,266.67
6,60,1,Wed,289,2035.0,5.6,300.0
0,08,1,Wed,489,3800.0,7.0,235.0
8,86,0,Fri,16,25000.0,13.6,600.0
0,04,1,Mon,462,630.0,3.0,140.0
1,12,3,Fri,586,8700.0,4.0,400.0
0,06,1,Mon,335,24000.0,13.6,510.0
5,51,1,Wed,200,3094.0,4.2,350.0
7,73,1,Thu,266,7000.0,6.4,390.0
2,24,3,Fri,759,3060.0,3.6,450.0
7,71,1,Thu,624,24000.0,13.6,740.0
4,48,1,Thu,462,1240.0,4.4,167.5
5,56,3,Fri,169,4000.0,2.5,180.0
2,25,1,Mon,391,18000.0,13.2,500.0
7,76,1,Mon,311,750.0,5.6,200.0
2,21,1,Thu,299,320.0,7.45,250.0
8,86,1,Thu,774,18500.0,13.6,920.0
3,37,3,Fri,330,1967.0,3.2,242.5
6,66,1,Wed,663,5000.0,4.0,320.0
0,06,3,Fri,234,8000.0,4.6,140.0
5,53,1,Thu,493,1500.0,5.6,330.0
2,21,1,Thu,267,2000.0,4.0,225.0
3,35,3,Fri,485,2000.0,4.0,450.0
1,17,3,Fri,755,3000.0,13.6,800.0
1,15,0,Thu,144,5000.0,8.5,255.25
1,16,3,Fri,614,7020.0,4.5,350.0
2,21,1,Tue,297,22326.0,12.4,449.64
9,92,1,Tue,419,13400.0,6.0,290.0
3,30,3,Fri,296,7220.0,13.2,380.0
5,54,1,Thu,526,14000.0,8.2,700.0
2,23,3,Fri,1018,1002.0,1.6,600.0
7,74,1,Mon,697,6980.0,5.2,425.0
0,01,1,Mon,482,34782.0,13.6,680.0
1,17,1,Mon,215,15410.0,13.2,320.0
4,42,1,Mon,725,1625.3,13.6,1180.0
4,46,1,Wed,811,24606.0,13.6,1320.0
1,12,4,Fri,627,7411.0,13.6,750.0
9,90,1,Wed,431,1000.0,4.4,320.0
2,22,1,Wed,294,18000.0,13.6,450.0
1,17,1,Wed,719,5100.0,6.0,301.64
0,06,3,Fri,185,9000.0,7.2,150.0
0,01,3,Fri,551,20000.0,13.6,675.0
3,38,3,Fri,400,2600.0,2.0,183.33
7,74,3,Fri,192,6680.0,5.2,300.0
2,28,1,Mon,673,10000.0,13.6,500.0
3,39,1,Tue,143,24192.0,13.6,190.0
9,99,4,Fri,823,2000.0,13.6,1550.0
2,29,1,Wed,242,25000.0,13.6,430.0
0,07,0,Mon,237,7000.0,13.6,310.0
1,14,0,Tue,349,10000.0,13.6,460.0
0,09,1,Mon,23,24415.0,13.6,800.0
2,21,1,Mon,610,2736.0,13.6,700.0
3,31,1,Thu,198,19274.0,10.0,215.0
4,49,3,Fri,474,2166.0,4.4,175.33
3,35,2,Mon,881,1318.0,1.6,350.0
4,46,1,Wed,513,4859.0,8.8,240.0
8,85,4,Thu,748,12000.0,7.0,500.0
1,19,3,Fri,184,25000.0,13.6,275.0
2,22,1,Thu,355,2250.0,6.4,235.0
7,74,1,Wed,445,4400.0,2.4,216.67
7,74,1,Tue,565,4643.0,6.0,360.0
5,53,3,Fri,619,6640.0,4.0,385.0
5,53,1,Mon,568,24070.0,13.6,650.0
0,08,1,Tue,353,3500.0,7.0,400.0
7,71,3,Fri,432,858.0,1.1,135.0
1,16,1,Mon,68,10000.0,13.6,137.5
0,01,3,Fri,594,1000.0,5.0,600.0
0,04,1,Tue,594,1200.0,3.2,300.0
0,08,1,Mon,295,4200.0,6.0,300.0
8,85,0,Thu,58,1200.0,4.0,85.0
0,01,1,Mon,837,12000.0,5.0,510.0
7,78,1,Wed,887,1273.9,4.0,525.0
6,69,1,Thu,599,1900.0,3.4,320.0
5,51,1,Tue,258,551.0,3.2,310.0
1,17,1,Thu,732,24000.0,13.6,670.0
5,50,1,Tue,556,14840.0,13.6,750.0
5,50,3,Fri,347,15000.0,13.6,540.0
1,10,1,Thu,186,360.0,1.0,150.0
0,05,1,Wed,735,700.0,4.0,61.71
0,06,0,Thu,362,5314.0,3.6,125.0
2,21,0,Wed,358,10000.0,13.6,511.45
2,21,1,Mon,664,7407.0,13.6,500.0
0,09,1,Wed,370,14979.0,13.6,650.0
3,35,1,Tue,370,1000.0,1.5,104.76
7,73,1,Wed,296,9693.0,5.5,137.5
4,44,1,Tue,460,23420.0,13.6,530.0
3,35,1,Mon,246,4000.0,6.1,350.0
1,14,3,Fri,714,656.0,2.4,280.0
3,38,1,Mon,655,23694.0,13.6,550.0
8,89,1,Thu,516,12000.0,6.8,255.0
9,90,1,Thu,190,1000.0,3.6,225.0
6,67,3,Fri,615,2713.0,13.6,664.0
2,21,1,Thu,434,5000.0,13.6,483.33
0,06,1,Thu,584,5000.0,4.53,150.0
2,21,1,Mon,794,10120.0,8.4,475.0
7,78,1,Wed,387,6470.0,5.6,260.0
7,74,1,Wed,474,22000.0,13.6,600.0
4,42,1,Wed,573,5500.0,4.4,315.0
6,68,1,Mon,428,3653.0,2.4,206.67
9,97,1,Mon,356,7942.0,4.0,120.0
3,34,1,Thu,341,7300.0,7.0,200.0
9,90,1,Mon,478,7040.0,13.6,550.0
2,23,3,Fri,486,4752.0,2.4,315.0
9,90,3,Fri,306,1451.0,3.4,162.5
5,51,1,Wed,264,1782.0,3.0,240.0
7,73,1,Wed,520,24800.0,13.6,700.0
9,95,0,Mon,322,1500.0,3.0,320.0
0,01,1,Thu,396,5200.0,9.25,480.0
7,78,1,Wed,800,21038.0,8.8,450.0
7,74,3,Fri,474,4550.0,3.0,220.0
7,72,1,Wed,397,3960.0,6.4,290.0
9,91,2,Wed,271,3209.0,4.4,250.0
6,68,1,Mon,313,12078.0,4.8,250.0
2,22,1,Tue,293,12862.0,6.0,250.0
7,74,1,Wed,759,9000.0,13.6,860.0
2,23,1,Wed,227,25000.0,13.6,410.0
1,15,1,Mon,629,20000.0,13.6,770.0
2,22,1,Thu,415,3819.0,3.7,380.0
4,44,1,Mon,431,21094.0,13.6,670.0
3,31,0,Tue,310,9500.0,13.6,400.0
5,56,3,Fri,266,12398.0,6.4,420.0
2,22,1,Mon,360,3000.0,2.4,205.0
3,39,0,Fri,170,22000.0,8.4,220.0
T,TS,3,Fri,1472,1600.0,2.0,440.0
0,09,0,Thu,229,1100.0,4.4,270.0
2,29,1,Wed,760,7854.0,26.4,1500.0
1,12,1,Tue,240,24500.0,15.0,425.0
9,99,1,Tue,429,23600.0,13.6,650.0
2,27,2,Wed,775,427.0,4.8,490.0
7,77,1,Wed,767,21230.0,12.4,850.0
3,30,1,Tue,298,14000.0,14.0,400.0
7,70,1,Tue,221,2970.0,1.6,177.5
0,03,2,Mon,894,13000.0,13.6,1500.0
7,73,1,Mon,290,3500.0,1.7,300.0
7,73,1,Tue,513,4400.0,8.8,390.0
7,74,3,Fri,413,1330.0,5.6,400.0
0,03,1,Tue,452,5798.0,4.5,295.0
7,71,1,Wed,542,24000.0,13.6,640.0
0,01,3,Fri,587,5300.0,13.6,800.0
5,55,1,Wed,559,10802.0,6.0,410.0
8,85,1,Mon,573,14000.0,13.6,700.0
8,84,1,Thu,645,3000.0,6.0,620.0
5,51,3,Fri,200,3943.0,7.4,290.0
8,86,1,Thu,486,8640.0,6.4,210.0
4,47,1,Mon,551,21156.0,13.6,660.0
3,37,1,Thu,237,8114.0,8.8,260.0
0,01,1,Tue,549,24000.0,13.6,715.0
0,04,1,Wed,425,11000.0,6.0,340.0
3,39,1,Mon,16,9540.0,5.6,150.0
6,66,1,Wed,448,6020.0,4.4,152.5
1,12,1,Mon,308,1100.0,3.0,200.0
7,79,1,Thu,871,700.0,6.8,475.0
4,48,1,Wed,324,733.0,1.6,126.67
0,06,1,Tue,89,6000.0,13.6,440.0
5,51,1,Mon,563,750.0,4.0,225.0
7,73,1,Tue,509,24153.0,12.0,630.0
2,21,1,Wed,461,4340.0,9.6,285.0
0,08,3,Fri,597,2500.0,3.0,173.33
2,23,1,Wed,292,24000.0,13.6,425.0
2,29,1,Wed,225,8000.0,4.6,150.0
1,10,0,Fri,16,1000.0,2.0,150.0
3,31,1,Fri,349,22243.0,13.6,430.0
8,89,3,Fri,164,3453.0,7.2,280.0
3,33,1,Wed,439,20000.0,13.6,1050.0
2,24,1,Thu,208,24000.0,13.6,250.0
0,06,3,Tue,2554,12592.0,13.2,2300.0
0,04,1,Wed,669,4200.0,4.0,190.0
3,33,1,Thu,475,23971.0,13.6,650.0
3,30,1,Wed,440,10423.0,13.2,420.0
7,74,1,Mon,680,23800.0,13.6,820.0
0,04,1,Tue,426,10013.0,13.6,800.0
3,35,1,Wed,261,11800.0,4.4,133.33
1,15,1,Tue,347,23430.0,13.6,340.0
6,63,1,Mon,432,3600.0,1.5,290.0
5,59,3,Fri,424,874.0,4.4,226.67
9,90,1,Mon,253,18962.0,10.0,210.0
5,54,1,Mon,444,13840.0,13.6,860.0
2,21,1,Thu,321,10000.0,10.4,240.0
0,06,1,Mon,554,24000.0,13.6,720.0
3,33,1,Thu,399,850.0,3.0,190.0
5,50,1,Wed,616,3716.0,4.0,300.0
3,32,1,Wed,425,1658.0,12.8,500.0
7,77,1,Wed,271,5124.0,8.0,142.5
6,61,1,Mon,621,220.0,2.0,300.0
1,12,1,Tue,289,1626.7,3.6,260.0
1,19,0,Wed,184,20000.0,13.6,275.0
8,89,1,Wed,506,4568.0,4.0,325.0
7,70,3,Fri,225,5184.0,6.4,420.0
1,13,0,Mon,16,24000.0,13.6,150.0
6,66,0,Fri,385,13300.0,13.6,600.0
4,42,1,Thu,517,5060.0,12.0,650.0
5,50,1,Tue,554,20000.0,13.6,680.0
8,87,1,Thu,653,10620.0,13.6,750.0
0,01,1,Mon,619,3500.0,5.0,450.0
5,51,1,Thu,426,2512.0,2.0,300.0
6,69,1,Wed,856,880.0,3.8,500.0
9,97,3,Fri,338,3120.0,5.2,200.0
2,26,1,Wed,666,5000.0,6.0,400.0
3,30,1,Thu,335,2000.0,5.1,230.0
0,05,3,Fri,674,20000.0,13.6,600.0
2,29,4,Fri,1117,22632.0,13.6,1700.0
